"r","op","fill","a1","a2","height","r2","r1"
1,0.8,"#73747E",0.283616003449079,0.366519142918809,1.17647058823529,91.1764705882353,90
1,0.8,"#73747E",0.242164433714213,0.283616003449079,0.588235294117647,91.7647058823529,91.1764705882353
1,0.8,"#73747E",0.366519142918809,0.490873852123405,1.76470588235294,90.5882352941177,88.8235294117647
1,0.8,"#73747E",0.490873852123405,0.615228561328001,1.76470588235294,90.5882352941177,88.8235294117647
1,0.8,"#C69480",0.940296134511945,1.18900555292114,3.52941176470588,82.9411764705882,79.4117647058823
1,0.8,"#73747E",0.650135146367888,0.691586716102753,0.588235294117647,87.6470588235294,87.0588235294118
1,0.8,"#73747E",0.691586716102753,0.774489855572484,1.17647058823529,87.0588235294118,85.8823529411765
0.666666666666667,0.8,"#73747E",0.815941425307349,0.89884456477708,1.17647058823529,85.8823529411765,84.7058823529412
0.333333333333333,0.8,"#C69480",0.89884456477708,0.940296134511945,0.588235294117647,85.8823529411765,85.2941176470588
1,0.8,"#C69480",0.774489855572484,0.815941425307349,0.588235294117647,87.0588235294118,86.4705882352941
1,0.8,"#C69480",1.18900555292114,1.230457122656,0.588235294117647,87.6470588235294,87.0588235294118
1,0.8,"#C69480",1.230457122656,1.27190869239087,0.588235294117647,87.6470588235294,87.0588235294118
1,0.8,"#C69480",1.27190869239087,1.31336026212573,0.588235294117647,87.6470588235294,87.0588235294118
1,0.8,"#C69480",1.31336026212573,1.3548118318606,0.588235294117647,88.8235294117647,88.235294117647
1,0.8,"#48685B",3.00632963656023,3.0477812062951,0.588235294117647,72.3529411764706,71.7647058823529
0.5,0.8,"#48685B",2.9234264970905,2.96487806682537,0.588235294117647,71.7647058823529,71.1764705882353
0.5,0.8,"#C69480",2.96487806682537,3.00632963656023,0.588235294117647,71.7647058823529,71.1764705882353
1,0.8,"#C69480",1.43116998663535,1.51407312610508,1.17647058823529,72.3529411764706,71.1764705882353
1,0.8,"#73747E",1.38971841690049,1.43116998663535,0.588235294117647,73.5294117647059,72.9411764705882
1,0.8,"#C69480",3.13068434576483,3.17213591549969,0.588235294117647,73.5294117647059,72.9411764705882
1,0.8,"#48685B",1.92858882345373,1.9700403931886,0.588235294117647,69.4117647058823,68.8235294117647
0.428571428571429,0.8,"#48685B",1.63842783530968,1.76278254451427,1.76470588235294,65.8823529411765,64.1176470588235
0.571428571428571,0.8,"#C69480",1.76278254451427,1.92858882345373,2.35294117647059,65.8823529411765,63.5294117647059
0.5,0.8,"#73747E",1.51407312610508,1.55552469583995,0.588235294117647,71.7647058823529,71.1764705882353
0.5,0.8,"#48685B",1.55552469583995,1.59697626557481,0.588235294117647,71.7647058823529,71.1764705882353
1,0.8,"#48685B",1.59697626557481,1.63842783530968,0.588235294117647,72.3529411764706,71.7647058823529
0.5,0.8,"#48685B",1.9700403931886,2.13584667212806,2.35294117647059,56.4705882352941,54.1176470588235
0.5,0.8,"#C69480",2.13584667212806,2.30165295106752,2.35294117647059,56.4705882352941,54.1176470588235
0.214285714285714,0.8,"#48685B",2.30165295106752,2.42600766027212,1.76470588235294,52.9411764705882,51.1764705882353
0.785714285714286,0.8,"#C69480",2.42600766027212,2.88197492735564,6.47058823529412,52.9411764705882,46.4705882352941
1,0.8,"#48685B",2.88197492735564,2.9234264970905,0.588235294117647,60.5882352941176,60
1,0.8,"#48685B",3.08923277602996,3.13068434576483,0.588235294117647,72.9411764705882,72.3529411764706
1,0.8,"#C69480",3.0477812062951,3.08923277602996,0.588235294117647,72.9411764705882,72.3529411764706
1,0.8,"#C69480",3.82881604656256,3.87026761629743,0.588235294117647,89.4117647058823,88.8235294117647
1,0.8,"#73747E",3.28994564000931,3.33139720974418,0.588235294117647,87.6470588235294,87.0588235294118
0.5,0.8,"#73747E",3.33139720974418,3.37284877947904,0.588235294117647,87.0588235294118,86.4705882352941
0.5,0.8,"#C69480",3.37284877947904,3.41430034921391,0.588235294117647,87.0588235294118,86.4705882352941
1,0.8,"#73747E",3.41430034921391,3.45575191894877,0.588235294117647,87.6470588235294,87.0588235294118
1,0.8,"#C69480",3.20704250053958,3.24849407027445,0.588235294117647,88.8235294117647,88.2352941176471
1,0.8,"#73747E",3.24849407027445,3.28994564000931,0.588235294117647,88.8235294117647,88.2352941176471
0.5,0.8,"#73747E",3.5386550584185,3.58010662815337,0.588235294117647,86.4705882352941,85.8823529411765
0.5,0.8,"#C69480",3.58010662815337,3.62155819788823,0.588235294117647,86.4705882352941,85.8823529411765
0.5,0.8,"#73747E",3.45575191894877,3.49720348868364,0.588235294117647,86.4705882352941,85.8823529411765
0.5,0.8,"#C69480",3.49720348868364,3.5386550584185,0.588235294117647,86.4705882352941,85.8823529411765
1,0.8,"#73747E",3.62155819788823,3.6630097676231,0.588235294117647,87.0588235294118,86.4705882352941
1,0.8,"#C69480",3.78736447682769,3.82881604656256,0.588235294117647,87.6470588235294,87.0588235294118
0.333333333333333,0.8,"#73747E",3.6630097676231,3.70446133735796,0.588235294117647,86.4705882352941,85.8823529411765
0.666666666666667,0.8,"#C69480",3.70446133735796,3.78736447682769,1.17647058823529,86.4705882352941,85.2941176470588
1,0.8,"#C69480",3.90517420133731,4.02952891054191,1.76470588235294,94.1176470588235,92.3529411764706
1,0.8,"#C69480",4.02952891054191,4.07098048027677,0.588235294117647,96.4705882352941,95.8823529411764
1,0.8,"#73747E",4.14733863505153,4.18879020478639,0.588235294117647,97.6470588235294,97.0588235294118
1,0.8,"#48685B",4.10588706531666,4.14733863505153,0.588235294117647,97.6470588235294,97.0588235294118
